foundjob,treat,age,priorearn,educ,female,nonwhite,married
1,1,19,98,12,1,0,1
1,1,41,1729,11,1,0,0
1,1,20,0,13,1,1,1
1,1,21,4000,14,0,0,0
1,1,18,1020,12,1,1,1
1,1,34,900,12,0,0,0
1,1,23,2927,12,1,0,0
1,1,43,6000,8,0,1,1
1,1,25,10307,14,0,0,0
1,1,24,16800,12,0,0,1
1,1,69,0,12,0,0,1
1,1,23,800,11,0,1,0
1,1,19,818,12,1,0,0
1,1,25,8280,15,0,0,1
1,1,21,3386,12,1,1,0
1,1,26,300,9,1,0,0
1,1,36,3200,12,1,0,0
1,0,19,6400,9,1,0,1
1,1,43,3342,9,1,0,1
1,1,19,3300,13,0,0,0
1,0,19,975,12,0,0,0
1,1,25,3000,12,1,0,0
1,0,18,0,10,1,1,0
1,1,30,2500,16,0,1,1
1,0,20,160,12,0,1,0
1,1,34,500,16,1,0,0
1,1,61,0,10,1,0,1
1,0,45,7800,12,1,0,1
1,0,17,100,10,0,1,0
1,0,24,2085,8,0,0,0
1,1,71,0,12,1,0,0
1,1,21,7200,12,1,0,0
1,1,24,3000,12,0,0,0
1,0,19,0,12,1,1,1
1,0,17,1300,9,0,1,0
1,0,52,9000,8,0,0,0
1,1,23,0,12,1,1,0
1,1,28,5800,12,0,1,0
1,1,32,1024,16,1,0,0
1,1,19,7000,10,0,1,0
1,1,23,5022,9,1,0,0
1,1,32,800,12,1,0,0
1,1,25,3000,14,1,1,1
1,0,22,1100,12,0,0,1
1,1,33,300,12,1,0,0
1,1,21,1200,12,1,0,0
1,1,42,5500,12,1,1,0
1,1,56,3200,8,1,1,0
1,1,19,0,11,0,0,0
1,0,37,1000,12,1,1,0
1,1,32,228,15,1,1,0
1,1,18,0,11,0,0,0
1,0,42,20000,9,0,0,0
1,1,22,0,10,1,0,0
1,0,45,864,8,0,0,0
1,1,29,3642,12,0,0,0
1,1,37,0,8,1,1,0
1,0,25,0,10,0,0,0
1,1,25,6390,10,0,0,0
1,1,37,6000,12,0,0,0
1,1,26,0,9,1,0,0
1,1,20,700,12,1,0,1
1,1,29,1200,12,0,0,0
1,1,31,7000,12,0,0,1
1,0,18,0,12,0,0,0
1,0,70,0,10,1,0,0
1,1,19,2300,12,0,0,0
1,1,59,1500,12,0,0,0
1,1,26,16307,12,0,1,0
1,1,36,13000,10,0,1,0
1,0,21,0,11,1,0,0
1,1,17,120,11,1,1,0
1,1,17,250,9,0,0,0
1,1,46,8000,12,0,0,0
1,0,19,2700,10,1,0,1
1,1,28,0,11,1,1,0
1,1,27,0,12,1,0,0
1,1,22,3000,13,1,0,0
1,1,54,6000,9,1,0,0
1,0,27,0,11,1,1,0
1,1,20,3300,12,1,0,0
1,1,33,7200,11,0,1,0
1,0,20,7000,12,0,1,0
1,1,57,2500,8,0,1,0
1,1,31,0,8,1,0,0
1,0,20,450,12,1,0,0
1,1,32,2200,13,0,0,1
1,0,18,0,10,1,0,1
1,0,32,0,8,1,1,0
1,1,29,225,9,1,0,0
1,1,24,0,12,0,1,0
1,1,27,1000,11,1,1,1
1,1,32,8000,9,1,0,1
1,1,21,3600,12,1,0,0
1,1,28,3000,13,0,0,1
1,0,58,0,8,1,0,0
1,0,44,10000,10,1,0,1
1,0,29,0,12,0,1,1
1,1,20,1350,11,0,0,0
1,1,42,3912,12,1,1,0
1,1,17,0,8,0,1,0
1,0,26,2202,10,1,1,1
1,0,38,1000,12,0,0,0
1,1,33,2160,10,1,1,1
1,1,21,4725,9,1,1,0
1,1,34,0,12,1,1,0
1,1,20,939,14,1,0,0
1,1,21,4400,14,0,0,0
1,1,34,7600,12,1,1,0
1,1,27,4200,11,0,0,1
1,1,23,0,11,1,0,0
1,1,28,0,12,1,0,0
1,1,22,425,12,1,1,0
1,1,54,3204,12,1,0,0
1,1,20,0,12,0,1,0
1,1,20,728,12,0,0,0
1,1,26,2500,12,0,1,0
1,1,29,0,11,0,1,0
1,1,17,0,10,1,0,1
1,1,26,3000,13,1,1,0
1,1,22,1500,11,0,0,1
1,1,18,2200,12,1,1,0
1,1,27,3000,11,0,1,0
1,1,19,425,11,1,1,0
1,1,28,1600,15,0,1,1
1,1,36,900,8,0,0,0
1,1,31,0,7,0,1,1
1,1,64,0,10,1,0,0
1,0,44,2000,15,0,0,0
1,0,32,0,11,1,1,0
1,1,28,3000,11,1,0,1
1,1,47,0,8,1,0,1
1,1,29,6039,11,1,1,0
1,0,19,2800,12,1,0,0
1,0,26,4800,11,1,1,0
1,1,20,9500,12,0,0,0
1,0,19,1300,12,0,0,0
1,0,56,4600,12,1,0,1
1,0,34,4000,14,0,1,1
1,0,27,500,11,1,1,0
1,1,28,4500,12,0,1,0
1,1,33,11000,12,1,0,0
1,1,56,8000,13,1,1,0
1,1,26,4500,12,0,1,0
1,0,28,12000,12,0,0,1
1,1,24,8464,12,0,0,0
1,1,44,1500,12,1,1,1
1,1,25,0,10,0,0,0
1,0,28,11699,17,1,1,1
1,1,28,0,10,0,0,0
1,1,52,0,16,1,0,0
1,1,22,5,8,1,1,1
1,1,37,0,12,0,0,1
1,0,21,300,14,0,0,0
1,0,41,2400,12,0,0,1
1,0,21,9197,13,1,0,0
1,1,26,0,10,1,1,0
1,0,24,0,12,1,1,0
1,0,21,1849,10,1,1,1
1,0,46,0,11,1,1,0
1,1,23,0,8,0,0,0
1,0,35,5000,13,0,1,0
1,1,18,2000,8,0,0,0
1,1,33,0,11,1,0,0
1,1,25,2500,14,1,0,0
1,0,22,3000,11,0,0,0
1,1,22,400,13,1,0,0
1,1,31,11000,11,1,0,0
1,1,30,0,10,1,1,1
1,1,37,4000,13,1,1,0
1,0,27,2614,12,0,1,0
1,1,18,2900,12,1,0,0
1,0,43,0,10,0,1,0
1,1,28,4186,12,1,0,0
1,1,30,1200,12,0,1,0
1,1,34,22000,11,0,0,0
1,1,30,0,11,1,1,0
1,0,22,1700,17,0,1,0
1,0,38,12381,17,0,0,1
1,1,19,5750,12,0,0,0
1,1,23,11000,12,0,1,0
1,0,41,4400,10,0,0,0
1,1,19,3906,12,1,1,0
1,0,23,0,10,1,0,1
1,1,43,570,11,1,0,0
1,1,24,6000,12,0,0,0
1,0,21,1960,10,0,1,0
1,1,20,0,9,0,1,0
1,0,29,2095,12,1,0,0
1,1,33,0,12,1,0,1
1,1,25,1000,10,1,0,1
1,1,49,3600,14,1,0,0
1,1,20,1210,12,1,1,1
1,1,29,0,12,1,0,0
1,1,30,0,10,0,1,0
1,0,40,0,13,0,0,1
1,1,16,0,9,0,1,0
1,1,46,4100,12,0,1,0
1,0,28,700,11,0,0,0
1,1,32,4200,16,0,0,0
1,1,20,58,12,1,0,0
1,0,42,0,12,1,1,0
1,1,25,7488,12,1,0,1
1,0,24,8000,12,0,0,1
1,1,20,322,13,1,1,0
1,1,24,3000,11,0,0,1
1,0,21,8444,12,0,1,0
1,1,24,4400,11,0,1,0
1,0,34,0,10,1,1,0
1,1,21,7467,12,0,1,0
1,1,22,0,11,1,1,0
1,0,32,5600,12,1,0,0
1,1,30,5044,11,1,0,0
1,1,19,2200,11,0,1,0
1,1,18,0,9,1,0,0
1,1,37,2418,8,1,0,0
1,1,41,2868,14,1,0,0
1,1,19,7000,12,0,0,0
1,0,26,0,13,1,1,1
1,1,36,6000,12,1,1,0
1,1,19,5000,9,1,0,0
1,1,45,0,11,0,1,0
1,0,39,10000,11,1,0,0
1,1,18,0,9,0,1,0
1,1,25,500,12,0,1,0
1,1,25,3200,12,1,1,0
1,1,17,110,9,0,1,0
1,1,18,2840,12,0,0,1
1,0,21,2400,13,1,1,0
1,0,20,3500,12,0,1,0
1,1,33,0,10,0,1,0
1,1,35,0,12,0,1,0
1,1,24,5567,13,1,1,0
1,1,45,900,15,0,0,0
1,1,65,3300,8,0,0,1
1,1,33,400,12,0,1,0
1,1,30,4000,12,1,0,0
1,1,31,1300,9,0,0,1
1,1,48,0,16,1,0,0
1,0,34,14000,16,0,0,1
1,1,22,1472,15,1,1,1
1,1,33,14700,13,0,0,0
1,1,25,500,13,0,1,0
1,1,27,1500,8,1,0,1
1,1,23,8000,9,1,0,0
1,1,30,2645,12,1,0,1
1,1,30,3000,12,0,0,1
1,1,38,7052,13,1,0,0
1,1,20,0,12,1,0,0
1,1,40,11980,13,1,1,0
1,1,18,219,12,1,0,0
1,0,26,465,10,0,0,0
1,1,18,1840,11,1,1,0
1,1,23,1200,14,0,1,0
1,1,23,8948,12,0,1,1
1,1,42,0,11,1,1,1
1,1,18,0,10,0,0,0
1,1,16,0,9,0,1,0
1,1,52,0,8,0,1,1
1,0,30,1200,12,1,0,0
1,0,21,1257,11,1,1,0
1,1,19,3000,12,1,1,0
1,0,29,0,14,0,0,0
1,0,39,1200,12,0,1,0
1,1,33,2515,12,1,1,0
1,1,30,3000,12,0,0,1
1,1,18,720,12,1,0,0
1,0,19,6000,12,1,1,0
1,0,47,0,12,0,1,0
1,1,16,0,8,0,0,0
1,1,20,10738,12,0,0,0
1,0,26,0,12,1,1,0
1,1,20,110,12,1,1,0
1,0,24,400,10,0,0,0
1,0,20,14500,12,0,0,0
1,1,23,4000,12,0,1,0
1,0,18,998,12,0,0,0
1,1,19,2000,12,0,0,0
1,1,49,8137,12,1,0,0
1,0,28,0,11,1,0,1
1,1,19,0,8,1,1,0
1,1,16,0,8,0,1,0
1,1,34,850,11,1,1,0
1,0,18,1200,12,1,0,0
1,0,16,400,9,1,0,0
1,1,37,90,12,0,1,1
1,0,20,2000,12,1,0,0
1,0,20,82,12,1,0,0
1,1,16,865,9,0,1,0
1,1,26,4000,11,1,0,0
1,1,20,2500,12,1,0,0
1,1,19,500,11,1,1,0
1,1,25,400,11,1,0,0
1,1,54,0,9,1,0,0
1,1,26,3000,12,1,0,0
1,1,22,700,16,0,1,0
1,1,27,159,12,0,0,1
1,0,23,1200,12,0,0,0
1,1,20,3000,9,0,1,0
1,1,24,0,10,1,1,0
1,1,52,9323,15,0,0,0
1,1,23,6430,12,1,0,0
1,0,20,3430,12,1,1,0
1,1,22,4000,11,0,0,0
1,1,18,55,10,1,0,0
1,0,22,11531,11,0,0,1
1,1,20,350,14,0,1,0
1,1,18,0,10,1,0,0
1,1,31,7000,10,1,1,1
1,1,32,0,12,1,1,0
1,1,29,0,12,1,1,0
1,1,31,0,11,1,0,1
1,1,19,4600,12,0,0,0
1,1,28,0,11,1,0,0
1,1,21,3840,15,1,1,0
1,1,29,0,12,0,1,0
1,0,30,2000,13,1,1,0
1,1,46,0,16,0,1,1
1,1,30,5500,11,0,0,0
1,1,47,1375,12,1,0,1
1,0,20,4946,12,0,1,0
1,1,18,495,12,1,1,0
1,0,22,0,12,1,1,0
1,0,31,0,14,0,1,1
1,1,30,1750,13,0,0,0
1,0,18,8000,11,0,0,0
1,0,33,1109,11,1,0,0
1,1,20,2700,11,1,1,0
1,0,44,12000,9,0,0,0
1,0,20,5014,12,0,0,0
1,0,27,4990,16,1,0,0
1,1,23,1000,10,0,0,0
1,0,27,0,10,0,0,0
1,1,25,2400,12,0,0,0
1,0,18,2800,12,0,0,0
1,0,59,0,12,1,0,0
1,1,20,900,12,1,1,0
1,1,39,900,12,0,0,1
1,1,24,2600,12,1,0,0
1,1,28,750,10,0,0,0
1,1,23,0,12,1,0,0
1,1,16,50,10,1,0,1
1,0,39,5000,12,0,1,0
1,1,17,124,10,1,0,0
1,1,24,8290,13,0,1,1
1,0,31,30000,12,0,1,1
1,0,38,1500,12,1,0,0
1,0,19,5330,12,1,1,0
1,0,21,6000,14,0,0,1
1,0,33,4595,12,1,1,0
1,1,29,0,13,0,0,0
1,1,17,430,10,1,1,0
1,1,27,600,11,0,1,0
1,0,23,3744,13,0,0,0
1,1,26,0,10,0,0,0
1,1,20,280,11,1,1,0
1,1,18,2000,11,0,0,0
1,0,18,0,12,1,0,0
1,0,17,840,12,1,0,0
1,0,28,6900,13,0,0,1
1,1,29,1569,12,1,0,0
1,1,35,0,10,0,0,0
1,1,36,0,12,1,0,0
1,1,23,3986,10,1,0,0
1,1,60,37500,12,0,0,1
1,1,24,1400,10,0,1,0
1,1,29,25,10,1,0,1
1,1,26,500,12,0,0,0
1,1,23,0,12,1,1,0
1,0,18,969,12,1,0,0
1,1,24,0,11,1,1,0
1,1,25,31,12,1,1,0
1,0,18,34,12,1,0,1
1,0,30,5600,12,1,0,0
1,1,38,4000,13,0,1,0
1,0,20,0,11,0,0,1
1,1,18,0,12,1,1,0
1,0,18,0,10,1,1,0
1,1,40,1720,12,1,1,0
1,1,35,0,12,1,0,0
1,1,17,2200,8,0,0,0
1,0,43,3856,10,1,1,1
1,1,33,0,8,1,0,0
1,0,19,0,11,1,1,0
1,1,24,5600,12,0,0,1
1,0,32,6000,14,0,1,0
1,0,36,18000,12,0,1,1
1,1,22,400,16,1,0,0
1,0,47,98,12,1,1,0
1,1,17,5760,10,1,1,1
1,1,40,4251,12,1,0,0
1,1,22,1200,13,1,1,1
1,0,39,2000,12,0,0,0
1,1,22,120,12,0,1,0
1,0,45,2988,12,1,0,1
1,0,34,2200,8,0,0,1
1,0,18,2300,13,0,1,0
1,0,35,4000,13,1,0,0
1,0,19,3600,12,0,0,0
1,1,36,0,12,0,0,1
1,0,20,120,12,1,1,0
1,0,23,12000,12,0,0,1
1,0,23,7000,12,0,0,0
1,0,32,7848,10,1,1,1
1,0,18,0,11,0,1,0
1,0,59,3000,10,1,0,0
1,0,20,0,12,1,1,0
1,1,21,3500,12,1,0,0
1,1,31,4163,8,1,1,0
1,1,47,1117,14,1,0,0
1,1,29,0,14,1,1,0
1,1,30,120,8,1,0,0
1,1,29,7800,11,0,0,1
1,1,27,0,12,1,0,0
1,1,20,1500,14,1,1,0
1,1,22,800,15,1,0,0
1,1,21,2200,10,0,0,1
1,0,19,200,12,1,0,0
1,1,19,2487,11,0,0,0
1,0,34,5000,16,0,0,0
1,1,19,0,12,1,0,0
1,0,51,8903,12,0,0,0
1,0,25,0,12,1,1,0
1,0,22,0,11,1,1,0
1,1,22,500,12,1,0,0
1,1,31,0,9,1,0,0
1,0,24,0,8,0,1,0
1,0,42,2200,10,0,0,1
1,1,21,3600,15,0,1,0
1,0,19,1432,13,1,0,0
1,0,17,174,10,0,0,0
1,0,30,13440,10,1,1,1
1,1,70,0,8,1,0,0
1,1,18,0,12,0,0,0
1,1,25,3900,16,1,1,0
1,1,42,1750,11,0,0,1
1,0,29,5000,11,1,0,1
1,0,24,6000,12,0,0,0
1,0,18,700,12,1,0,0
1,0,21,1200,12,0,1,0
1,0,23,1500,15,0,0,0
1,0,30,1684,11,1,1,1
1,0,32,7000,12,0,1,1
1,0,34,0,7,0,1,1
1,0,34,110,10,0,0,1
1,1,25,3538,10,0,0,1
1,1,20,3300,13,0,0,0
1,0,32,2000,12,0,1,0
1,0,39,0,11,1,1,0
1,0,20,4452,11,0,1,0
1,0,38,229,13,1,0,0
1,0,22,186,12,1,1,0
1,0,22,5300,12,0,0,1
1,1,38,2666,15,0,0,1
1,0,43,10500,12,0,0,0
1,1,34,5000,14,0,1,0
1,1,29,0,13,1,1,1
1,1,26,2000,12,0,0,1
1,1,26,850,10,0,0,1
1,1,17,1600,8,0,1,0
1,1,16,0,10,1,0,0
1,0,70,0,11,0,0,0
1,1,19,1400,12,1,0,0
1,0,39,0,12,0,0,0
1,1,36,98,12,1,0,0
1,1,18,1600,10,1,0,0
1,1,38,133,14,0,0,0
1,1,25,4800,11,0,1,0
1,1,29,6000,12,0,0,0
1,1,26,0,12,0,0,0
1,1,18,0,11,1,1,0
1,0,24,600,15,0,1,1
1,0,28,7000,11,1,0,1
1,0,28,3000,12,0,1,0
1,0,22,0,12,0,1,0
1,1,16,100,10,1,0,0
1,1,17,0,10,1,1,0
1,1,25,2800,12,1,0,0
1,0,19,858,10,1,0,1
1,0,28,9000,15,0,0,0
1,0,28,135,10,1,1,0
1,0,19,0,12,1,1,0
1,1,26,6000,12,1,0,0
1,1,21,1053,11,1,0,0
1,1,22,6000,12,0,0,0
1,1,48,8000,13,0,1,1
1,1,28,5401,14,0,0,0
1,0,30,1968,12,0,1,0
1,1,19,1997,12,1,0,0
1,0,16,5500,10,0,0,0
1,1,20,1500,12,0,0,0
1,1,41,0,12,1,1,1
1,0,17,2000,9,0,1,0
1,0,33,0,12,1,1,0
1,1,24,12000,12,0,0,0
1,1,22,6888,13,0,0,0
1,0,37,6000,9,0,0,0
1,1,18,0,9,1,1,0
1,0,35,0,12,1,1,0
1,1,34,4593,12,1,0,1
1,1,28,1186,12,1,0,1
1,0,22,2992,9,1,0,1
1,0,28,3500,12,0,0,1
1,1,43,500,12,0,0,0
1,1,29,4000,13,1,1,0
1,1,25,0,10,1,1,1
1,1,31,7000,12,0,0,0
1,1,17,0,11,1,1,0
1,1,20,1226,12,1,0,1
1,1,17,0,8,0,0,0
1,0,38,0,15,0,1,1
1,1,24,4000,12,1,0,0
1,1,28,5000,12,0,1,0
1,0,41,11255,11,1,1,0
1,1,31,200,11,0,1,0
1,1,50,0,10,1,1,0
1,1,42,6000,9,0,0,0
1,1,21,1656,12,1,0,0
1,1,28,1100,9,0,0,1
1,1,21,1951,10,1,0,0
1,1,39,200,12,1,0,1
1,1,26,0,10,1,1,0
1,1,20,5000,10,0,1,0
1,1,19,0,9,0,1,0
1,0,44,19000,15,0,0,1
1,1,41,0,12,1,0,1
1,1,19,2658,12,1,1,0
1,1,43,4200,10,1,1,1
1,1,42,0,12,0,0,1
1,1,20,2485,12,0,0,0
1,1,52,5000,8,1,0,0
1,1,17,600,9,0,1,0
1,0,36,1500,12,0,0,0
1,0,20,2030,12,0,0,0
1,0,18,831,11,1,0,0
1,1,27,240,12,1,1,0
1,1,22,7900,12,0,0,0
1,1,17,1300,11,1,0,1
1,1,38,3000,10,0,0,1
1,1,21,0,12,1,1,0
1,0,22,4300,9,1,0,1
1,1,24,1500,15,0,0,0
1,0,19,600,10,1,0,1
1,1,30,0,8,1,1,0
1,0,38,10588,8,0,1,1
1,1,18,92,11,1,0,0
1,1,34,3000,12,1,0,0
1,0,19,4000,13,1,0,0
1,1,33,360,16,0,1,1
1,1,31,0,12,0,1,0
1,0,36,1600,15,0,0,0
1,1,30,119,12,1,1,0
1,0,28,1500,12,0,0,1
1,1,24,1000,11,0,1,1
1,1,60,3621,8,0,0,0
1,1,20,3380,11,0,1,0
1,1,32,230,12,1,1,0
1,1,25,7900,12,0,1,1
1,1,60,2500,12,0,0,1
1,1,24,4100,12,1,1,0
1,0,19,3788,10,0,0,0
1,1,40,600,12,1,0,0
1,1,20,150,14,1,0,0
1,0,19,5564,9,1,1,0
1,1,22,0,12,0,1,0
1,1,17,0,10,0,1,0
1,0,26,109,13,1,1,0
1,0,27,300,12,0,1,0
1,1,21,0,12,0,0,0
1,1,30,9000,12,0,1,0
1,0,17,0,11,1,1,0
1,1,25,0,13,1,0,1
1,0,31,5800,13,0,1,0
1,1,21,8000,12,0,1,0
1,1,20,5000,13,1,0,0
1,1,35,300,16,1,0,0
1,1,18,2424,12,1,1,0
1,1,24,9812,13,0,1,1
1,1,26,17000,13,0,0,1
1,1,34,6220,9,0,0,0
1,0,21,294,11,1,0,1
1,1,22,1500,16,0,1,0
1,1,33,98,11,0,1,1
1,1,35,11705,9,1,0,0
1,1,22,10800,12,1,1,0
1,0,51,0,8,0,1,1
1,1,19,0,9,1,0,1
1,1,20,2710,8,1,0,1
1,1,17,2800,10,0,0,0
1,1,17,2347,11,0,0,0
1,1,59,4345,13,1,1,0
1,0,25,12050,10,0,1,0
1,1,22,4410,8,0,0,0
1,1,19,4000,12,0,1,1
1,1,18,0,10,1,0,0
1,0,24,1624,8,1,1,1
1,1,19,2584,12,1,0,0
1,1,18,0,10,1,1,0
1,0,22,4100,9,0,0,1
1,0,16,0,9,1,1,0
1,1,20,256,11,1,0,0
1,1,21,287,10,0,1,0
1,1,39,0,9,1,1,1
1,0,34,400,14,1,1,0
1,1,24,8040,13,1,1,0
1,0,34,6000,13,1,0,0
1,1,24,4000,12,1,0,0
1,1,40,7500,14,0,0,1
1,1,20,98,8,0,0,0
1,0,40,0,12,1,0,1
1,0,18,0,9,0,1,0
1,1,31,868,14,0,0,1
1,1,29,10000,11,1,1,1
1,0,43,4500,12,1,0,0
1,0,17,0,10,1,1,0
1,1,31,4200,14,0,1,0
1,1,46,0,12,1,1,0
1,1,17,0,9,0,1,0
1,1,18,180,9,1,0,1
1,1,20,0,12,1,1,0
1,1,32,17000,11,0,1,1
1,1,26,112,11,0,1,0
1,0,34,0,12,0,1,1
1,1,23,0,12,1,1,0
1,1,24,30,11,1,0,0
1,1,26,0,12,0,1,0
1,1,34,600,11,0,0,1
1,0,19,0,10,1,1,1
1,1,38,1020,12,1,1,0
1,1,34,2000,12,1,0,1
1,1,19,4000,10,0,1,0
1,1,30,1704,10,1,0,0
1,1,26,600,11,1,0,0
1,1,17,0,9,0,1,0
1,1,32,3360,11,1,0,0
1,1,27,0,12,1,0,0
1,1,27,600,8,1,0,0
1,1,31,0,9,1,1,1
1,1,30,3200,10,1,0,0
1,0,20,10000,12,0,0,0
1,0,49,0,13,1,0,1
1,1,32,300,12,1,0,0
1,1,19,0,12,1,1,0
1,0,21,1000,10,1,0,0
1,1,19,1835,14,1,0,1
1,0,25,800,17,1,1,0
1,1,23,10000,10,0,0,0
1,1,18,0,12,1,1,0
1,1,20,786,11,1,1,0
1,1,33,0,12,1,0,0
1,1,32,5500,14,0,0,0
1,1,24,6000,12,1,0,1
1,1,22,0,9,0,0,0
1,1,36,3600,12,0,0,0
1,1,28,3500,9,0,1,0
1,1,56,2700,12,1,0,0
1,1,33,0,12,1,1,1
1,0,35,0,12,0,1,1
1,0,19,98,10,1,1,0
1,0,35,0,13,1,0,1
1,1,19,770,12,1,0,0
1,1,19,0,9,1,1,0
1,1,19,0,12,1,1,1
1,1,53,452,14,1,0,1
1,1,21,900,12,1,0,0
1,0,38,1200,16,0,0,0
1,1,21,1500,12,1,0,0
1,0,30,6000,13,0,0,0
1,1,21,40,10,1,0,0
1,0,23,3000,12,1,1,0
1,1,22,3120,12,1,1,0
1,1,22,800,13,0,0,1
1,0,23,5500,10,1,0,0
1,1,31,4000,14,0,1,1
1,1,28,0,10,0,0,0
1,0,34,0,13,0,0,0
1,1,18,2027,11,0,1,0
1,0,25,4320,14,1,1,0
1,1,18,3000,12,0,0,0
1,0,22,2505,12,1,0,0
1,1,32,340,18,1,0,0
1,0,26,112,12,1,1,0
1,1,33,4963,9,1,0,0
1,0,40,1800,12,1,0,1
1,1,22,0,10,0,1,0
1,1,18,1135,11,0,1,0
1,0,20,940,11,0,0,0
1,0,20,6866,12,0,0,0
1,0,29,2262,10,1,0,0
1,0,46,655,12,1,0,0
1,1,55,0,8,1,0,1
1,1,43,4800,12,0,1,1
1,1,24,0,10,1,1,0
1,0,24,3200,10,0,0,0
1,1,42,6000,17,0,1,1
1,1,21,616,11,0,0,0
1,0,41,5440,13,1,0,0
1,0,45,600,8,1,0,0
1,1,18,190,10,0,1,0
1,0,18,0,10,1,1,0
1,1,38,4440,10,1,1,0
1,1,41,1500,12,0,1,0
1,1,36,5000,15,1,1,0
1,0,23,0,11,0,0,0
1,0,37,10800,12,0,1,0
1,0,25,4000,13,0,0,0
1,1,18,685,11,1,0,0
1,1,32,3500,11,0,1,0
1,0,31,1248,10,1,1,1
1,1,19,0,12,1,1,0
1,1,29,1848,12,1,1,0
1,1,25,322,12,1,1,0
1,0,45,4160,12,0,0,1
1,1,26,10000,14,1,1,0
1,0,23,50,11,1,1,0
1,0,26,10000,17,0,0,0
1,0,32,0,12,0,0,1
1,0,19,0,13,1,1,0
1,1,22,0,12,1,1,1
1,1,29,0,12,1,0,0
1,1,17,0,12,1,1,0
1,1,35,0,12,1,1,0
1,0,26,5600,12,0,1,0
1,1,30,4000,13,0,1,0
1,1,21,400,12,1,0,0
1,0,46,1600,12,0,0,0
1,1,35,0,11,0,0,0
1,1,28,0,16,0,1,0
1,1,20,1200,12,0,1,0
1,1,29,3600,10,1,0,0
1,1,31,8000,12,1,0,0
1,0,35,7200,10,1,0,0
1,1,41,2000,13,1,0,0
1,1,19,2000,10,0,1,0
1,1,41,10636,11,1,0,0
1,1,20,0,12,1,1,0
1,0,51,6000,10,1,0,0
1,1,18,3000,12,0,0,0
1,0,24,102,11,1,0,1
1,0,40,14000,12,1,0,0
1,1,16,0,9,1,0,0
1,1,33,476,12,0,0,0
1,0,48,0,17,1,0,0
1,1,23,600,11,1,0,0
1,0,51,4800,11,0,1,1
1,1,20,0,12,1,1,0
1,1,19,2100,12,1,0,0
1,1,24,2400,8,1,0,0
1,0,23,2100,10,0,0,0
1,0,32,1280,11,1,1,0
1,1,22,3000,12,0,0,0
1,1,21,4010,12,1,0,0
1,1,20,7000,12,1,0,0
1,0,23,6500,12,1,0,1
1,1,20,335,10,0,1,0
1,1,28,10000,12,0,0,1
1,1,26,7072,12,1,0,0
1,1,45,0,12,1,0,1
1,1,36,6200,16,1,0,0
1,1,48,5600,12,1,1,1
1,1,32,0,11,1,1,0
1,1,19,400,12,0,0,1
1,0,49,4500,14,0,1,1
1,1,36,6000,9,0,1,1
1,0,22,2500,14,1,0,0
1,1,18,480,12,0,0,0
1,0,28,860,12,0,1,0
1,0,42,0,12,1,1,1
1,0,30,1900,8,1,1,0
1,0,27,0,12,0,1,0
1,1,17,0,9,0,1,0
1,1,47,0,12,1,1,0
1,1,38,0,10,1,1,0
1,1,36,0,12,1,0,0
1,1,25,300,9,1,1,0
1,0,37,3000,16,0,1,0
1,0,28,0,8,0,0,1
1,1,44,3720,12,0,1,0
1,0,18,4257,12,0,0,0
1,1,35,0,11,0,0,0
1,0,23,300,10,1,1,0
1,1,25,5330,11,1,1,0
1,1,29,4500,16,1,1,0
1,1,29,85,13,1,1,1
1,1,37,9000,13,1,0,1
1,0,22,2469,13,1,1,0
1,1,20,134,11,1,0,0
1,1,22,5000,12,0,1,0
1,0,18,0,9,1,0,0
1,0,24,4000,16,1,1,0
1,1,41,400,11,1,1,1
1,1,29,0,17,0,1,1
1,0,31,9980,16,1,0,0
1,1,21,0,10,1,0,0
1,1,41,1300,14,0,0,1
1,0,40,2309,9,0,1,1
1,1,29,0,10,0,0,0
1,0,18,0,12,0,1,0
1,0,19,940,11,1,0,0
1,1,23,8500,11,0,0,1
1,1,23,8000,11,0,0,0
1,0,41,200,9,1,0,1
1,1,25,2200,12,0,1,0
1,0,30,1042,10,1,0,1
1,0,25,2700,12,1,0,1
1,1,54,6000,17,0,1,1
1,1,52,7000,12,0,0,1
1,1,19,4000,12,1,0,0
1,1,26,5000,14,0,1,0
1,0,33,2042,13,1,0,1
1,1,23,11500,11,0,0,1
1,1,18,160,8,1,0,1
1,0,30,11000,11,1,1,0
1,1,27,6240,11,1,1,0
1,1,23,6866,10,1,0,1
1,1,17,0,8,0,1,0
1,1,39,2620,14,0,0,0
1,0,17,1520,10,1,1,0
1,1,17,0,10,1,1,0
1,1,20,0,10,1,1,0
1,1,23,100,12,1,1,0
1,0,31,2500,12,0,0,1
1,1,27,0,12,1,1,0
1,1,19,1330,12,0,1,0
1,1,21,5000,12,0,0,0
1,1,26,2700,10,0,0,0
1,0,33,8464,12,1,0,0
1,1,47,0,12,1,1,0
1,0,25,7020,12,0,0,0
1,0,31,14000,13,0,0,0
1,0,32,0,12,1,1,1
1,1,24,0,12,1,1,1
1,1,30,4600,12,1,0,0
1,0,30,575,11,1,0,0
1,1,34,990,9,1,1,0
1,1,29,1000,10,1,0,0
1,0,57,3440,12,1,0,1
1,1,29,4760,10,1,1,1
1,0,40,5000,8,1,1,0
1,1,23,9040,12,0,1,0
1,1,34,370,11,0,1,1
1,1,19,700,11,1,0,0
1,1,39,2000,14,0,1,0
1,1,21,7738,12,1,0,0
