foundjob,treat,age,priorearn,educ,female,nonwhite,married
1,1,16,1100,9,1,0,0
1,0,18,2591,12,1,0,0
1,0,37,0,11,0,0,1
1,1,37,700,10,0,0,0
1,0,32,3900,10,0,0,1
1,0,30,0,12,1,0,0
1,1,48,30000,17,0,0,1
1,1,23,0,9,0,0,0
1,1,40,35000,16,0,0,1
1,1,27,1400,12,0,0,1
1,1,23,10200,12,0,0,0
1,1,21,1200,12,0,1,0
1,0,26,0,12,0,1,0
1,1,20,500,13,1,0,0
1,1,25,150,12,0,1,0
1,0,43,5661,8,0,0,1
1,1,19,0,11,0,0,0
1,1,19,2000,11,0,0,0
1,1,20,1010,12,1,0,0
1,0,43,4500,12,0,0,1
1,1,23,0,10,1,0,0
1,1,34,0,14,0,1,0
1,1,22,1173,12,0,1,0
1,0,19,4000,11,1,1,0
1,0,42,6900,15,1,1,0
1,0,38,90,11,1,0,0
1,1,21,240,12,1,0,0
1,0,34,0,10,0,0,1
1,0,29,0,9,1,1,0
1,1,26,16000,11,0,0,0
1,1,32,6000,12,0,0,1
1,0,34,134,12,0,1,0
1,1,56,3793,12,1,0,0
1,1,30,0,14,1,0,1
1,1,25,8000,11,0,0,0
1,1,26,5189,12,1,1,0
1,1,27,3981,13,0,0,0
1,0,23,0,15,0,0,0
1,1,36,108,10,0,0,1
1,1,43,1200,13,1,0,1
1,0,20,1514,12,0,1,0
1,1,21,4898,12,0,1,0
1,1,19,5261,12,0,1,0
1,1,54,0,12,0,0,0
1,0,25,0,11,0,1,0
1,1,31,0,12,1,1,1
1,1,24,0,12,0,0,0
1,1,57,25183,12,0,0,1
1,0,67,2400,8,0,0,1
1,1,20,5072,12,0,1,0
1,1,24,200,12,0,0,1
1,0,46,8000,10,0,0,1
1,1,48,6800,15,0,1,0
1,1,19,2211,12,1,0,0
1,1,31,1800,10,1,0,1
1,0,46,0,8,1,1,1
1,1,17,3000,8,1,0,1
1,1,41,0,16,0,0,0
1,0,18,0,10,1,1,0
1,1,39,5136,11,1,0,0
1,1,39,8500,12,1,0,0
1,1,38,10000,12,1,0,0
1,1,19,1800,12,1,1,0
1,1,23,98,12,0,1,0
1,1,28,3129,11,0,0,1
1,1,26,0,12,1,0,1
1,0,17,0,9,0,0,0
1,0,19,5860,10,1,1,1
1,1,40,14000,12,0,0,0
1,1,24,3804,12,1,1,0
1,1,30,500,8,0,0,1
1,1,19,100,9,0,1,0
1,0,18,0,12,1,1,1
1,1,41,586,12,1,1,0
1,0,49,4000,12,0,1,1
1,1,32,7000,13,1,1,0
1,1,18,0,10,0,1,0
1,1,19,1449,12,1,0,1
1,1,57,700,12,1,0,0
1,1,28,0,12,1,1,0
1,1,18,1500,10,1,0,0
1,1,29,40,9,0,0,0
1,1,19,500,12,1,0,0
1,1,19,0,9,1,1,0
1,1,28,0,9,0,1,0
1,1,30,5000,9,0,0,0
1,1,55,0,13,0,0,1
1,0,18,2300,10,1,1,0
1,0,24,8700,12,0,0,0
1,0,28,2100,10,1,0,1
1,0,30,6000,13,0,0,0
1,1,27,2340,9,1,0,1
1,1,18,0,12,1,1,0
1,0,21,780,12,1,0,0
1,0,40,30000,12,1,1,0
1,0,26,9000,12,1,0,0
1,1,39,9932,10,0,1,0
1,1,21,1200,11,0,0,0
1,1,53,12480,10,0,1,0
1,1,19,405,11,1,1,0
1,0,22,3000,13,1,1,0
1,1,18,0,12,0,1,0
1,0,56,3228,11,1,0,0
1,1,45,2664,11,1,1,0
1,0,31,2000,13,0,1,1
1,1,18,800,10,1,0,0
1,0,35,2560,12,1,1,1
1,1,55,19609,12,0,0,1
1,0,26,14661,12,0,0,1
1,1,21,0,12,1,0,0
1,1,51,4000,11,1,1,0
1,1,18,0,9,1,1,0
1,1,21,608,13,1,0,1
1,1,25,3000,16,1,0,0
1,1,32,400,13,1,0,1
1,1,44,10000,9,0,0,0
1,0,26,2000,10,0,1,0
1,1,28,5060,12,1,1,0
1,1,30,4000,14,1,0,0
1,0,18,1799,9,0,0,0
1,1,17,400,12,1,1,0
1,1,20,0,12,1,1,0
1,1,31,6000,11,0,1,0
1,1,21,9660,12,1,1,1
1,1,24,2000,12,0,1,1
1,1,29,11386,12,1,1,0
1,1,26,500,12,0,1,1
1,0,22,0,12,1,0,0
1,0,21,3000,12,0,0,0
1,0,20,0,12,1,0,0
1,1,51,1700,12,1,0,0
1,1,21,5025,11,0,1,0
1,1,33,10600,12,1,1,0
1,1,18,5000,9,1,0,0
1,0,20,0,13,1,1,0
1,1,39,6000,14,1,0,0
1,0,20,5000,12,1,0,1
1,1,32,1800,15,0,0,0
1,0,23,12000,10,0,0,1
1,1,37,0,8,0,1,1
1,0,20,1500,12,0,0,1
1,1,37,1735,10,1,1,1
1,1,31,400,12,1,0,0
1,1,17,4000,12,1,0,0
1,0,31,6517,14,1,1,0
1,1,26,3072,12,1,1,0
1,1,25,0,12,0,1,1
1,0,25,4686,12,1,0,0
1,0,20,880,10,0,1,1
1,1,20,1500,10,0,0,0
1,0,30,13000,12,0,1,1
1,1,28,4473,11,1,0,0
1,1,21,8000,10,1,0,0
1,1,39,9000,12,1,1,0
1,1,32,0,14,1,1,0
1,1,57,6000,12,1,0,0
1,1,17,0,10,0,1,0
1,1,19,650,12,1,0,1
1,1,22,1200,12,1,1,0
1,0,21,8000,12,0,1,0
1,1,31,7014,13,0,1,0
1,1,34,0,11,1,1,0
1,1,31,550,13,1,0,0
1,1,37,9000,8,0,0,1
1,0,21,0,10,1,1,0
1,1,20,3900,11,1,0,0
1,1,19,8000,9,0,0,1
1,0,68,7800,17,1,1,1
1,1,19,0,9,1,0,0
1,1,28,2500,12,1,1,0
1,1,38,2500,12,0,1,0
1,1,28,5884,12,1,0,0
1,1,24,11495,10,0,1,1
1,0,27,8000,14,0,0,0
1,0,40,25000,14,0,0,1
1,1,30,10000,12,1,1,0
1,1,17,2771,11,1,0,0
1,1,17,720,12,1,0,0
1,1,18,1500,10,0,1,0
1,0,30,8323,11,1,0,0
1,1,17,80,11,0,0,0
1,0,30,0,10,1,1,0
1,1,33,0,11,0,1,1
1,0,28,5000,13,1,0,0
1,0,23,1100,12,1,0,0
1,1,17,850,10,0,1,0
1,1,21,2567,15,0,0,0
1,1,34,3840,9,1,1,0
1,1,22,0,11,0,1,0
1,1,16,0,9,0,1,0
1,1,34,5000,12,1,0,0
1,1,18,700,11,0,1,0
1,1,32,2283,12,1,0,0
1,0,45,14000,9,0,0,1
1,0,18,5000,12,1,0,0
1,0,42,0,16,0,0,0
1,0,47,6000,8,0,0,1
1,0,30,2000,11,0,0,0
1,0,20,0,12,0,1,0
1,1,27,7000,12,0,0,0
1,0,24,4244,12,1,1,0
1,1,24,3000,12,0,1,0
1,1,22,3500,11,0,0,0
1,1,29,0,12,0,1,0
1,1,35,0,10,0,1,1
1,0,39,7550,8,1,1,1
1,1,19,375,10,0,0,0
1,0,33,4500,9,1,1,0
1,0,38,0,9,1,1,0
1,0,40,360,8,1,1,1
1,1,42,5600,9,1,0,0
1,1,35,0,10,0,1,1
1,0,40,8000,12,0,0,0
1,1,32,8007,12,1,0,1
1,1,27,7000,12,0,1,0
1,0,50,0,10,1,1,0
1,1,29,6000,12,0,0,1
1,1,46,6000,12,1,0,1
1,1,28,11117,9,1,1,0
1,1,42,1500,9,0,1,1
1,1,24,13000,11,0,1,0
1,0,21,3000,12,0,0,0
1,1,18,0,10,1,1,0
1,1,17,0,12,1,1,0
1,1,27,0,12,1,0,1
1,1,19,0,11,1,0,1
1,1,22,7000,12,1,0,0
1,1,40,0,15,0,0,0
1,0,26,100,12,0,1,0
1,1,39,0,14,1,1,0
1,0,72,0,8,0,0,1
1,1,42,42,12,1,0,1
1,1,50,14,12,0,1,1
1,1,23,4420,13,1,1,0
1,1,30,1300,15,1,0,0
1,1,26,166,11,1,1,0
1,1,39,5520,12,1,1,0
1,0,23,400,12,1,1,0
1,0,18,650,13,0,0,0
1,1,49,0,10,1,0,0
1,1,41,0,12,1,1,0
1,1,39,0,9,1,0,1
1,0,30,5500,14,0,0,1
1,0,22,1800,12,0,0,0
1,0,21,0,12,0,0,0
